;Minsupport Relativ;6%
;Minsupport Absolut;30.00
Regel;;Name: ;angenehmes Tempo; Id: ;0; Support: ;50;relativer Support;10%
Regel;;Name: ;Anschauungsmaterial / Vorführungen; Id: ;1; Support: ;80;relativer Support;16%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;282;relativer Support;56.4%
Regel;;Name: ;Arbeitsmaterialien (Skript. Lehrbuch); Id: ;3; Support: ;102;relativer Support;20.4%
Regel;;Name: ;Diskussionen in Präsenzlehre; Id: ;4; Support: ;53;relativer Support;10.6%
Regel;;Name: ;eigenes Interesse am Thema; Id: ;5; Support: ;33;relativer Support;6.6%
Regel;;Name: ;Engagement des Dozenten; Id: ;7; Support: ;46;relativer Support;9.2%
Regel;;Name: ;Erreichbarkeit des Dozenten; Id: ;8; Support: ;30;relativer Support;6%
Regel;;Name: ;Fachkompetenz des Dozenten; Id: ;9; Support: ;35;relativer Support;7%
Regel;;Name: ;Humor des Dozenten; Id: ;11; Support: ;36;relativer Support;7.2%
Regel;;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;155;relativer Support;31%
Regel;;Name: ;Lockerheit des Dozenten; Id: ;14; Support: ;66;relativer Support;13.2%
Regel;;Name: ;logischer Aufbau der Lehrveranstaltung; Id: ;15; Support: ;31;relativer Support;6.2%
Regel;;Name: ;Offenheit des Dozenten für Studierende; Id: ;16; Support: ;106;relativer Support;21.2%
Regel;;Name: ;Partizipation / Mitsprache der Studierenden; Id: ;17; Support: ;45;relativer Support;9%
Regel;;Name: ;Prüfungsvorbereitung / -schwerpunkte; Id: ;18; Support: ;31;relativer Support;6.2%
Regel;;Name: ;Selbststudium; Id: ;20; Support: ;158;relativer Support;31.6%
Regel;;Name: ;strukturiertes Skript; Id: ;21; Support: ;52;relativer Support;10.4%
Regel;;Name: ;sympathisches Auftreten des Dozenten; Id: ;22; Support: ;70;relativer Support;14%
Regel;;Name: ;Teilnahme am Praktikum; Id: ;23; Support: ;107;relativer Support;21.4%
Regel;;Name: ;Teilnahme am Tutorium; Id: ;24; Support: ;72;relativer Support;14.4%
Regel;;Name: ;Teilnahme an Übung (Veranstaltungsform); Id: ;25; Support: ;40;relativer Support;8%
Regel;;Name: ;Teilnahme an Vorlesung; Id: ;26; Support: ;33;relativer Support;6.6%
Regel;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;240;relativer Support;48%
Regel;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;155;relativer Support;31%
Regel;;Name: ;Visualisierungen; Id: ;30; Support: ;143;relativer Support;28.6%
Regel;;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;91;relativer Support;18.2%
Regel;;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;64;relativer Support;12.8%
Regel;;Name: ;Ausfall von Lehrveranstaltungen; Id: ;35; Support: ;32;relativer Support;6.4%
Regel;;Name: ;Demotivierung / Einschüchterung der Studierenden; Id: ;36; Support: ;46;relativer Support;9.2%
Regel;;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;83;relativer Support;16.6%
Regel;;Name: ;fehlende / unverständliche Erklärungen; Id: ;38; Support: ;115;relativer Support;23%
Regel;;Name: ;fehlende / zu wenige Lehrinhalte; Id: ;39; Support: ;70;relativer Support;14%
Regel;;Name: ;fehlendes Vorwissen; Id: ;40; Support: ;70;relativer Support;14%
Regel;;Name: ;geringes Engagement des Dozenten; Id: ;41; Support: ;73;relativer Support;14.6%
Regel;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;212;relativer Support;42.4%
Regel;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;120;relativer Support;24%
Regel;;Name: ;keine (vollständigen) Arbeitsmaterialien; Id: ;46; Support: ;65;relativer Support;13%
Regel;;Name: ;keine geforderte Aktivität der Studierenden; Id: ;48; Support: ;32;relativer Support;6.4%
Regel;;Name: ;keine Prüfungsvorbereitung / -schwerpunkte; Id: ;50; Support: ;125;relativer Support;25%
Regel;;Name: ;schlechte Passung zu anderen Lehrveranstaltungen; Id: ;52; Support: ;49;relativer Support;9.8%
Regel;;Name: ;schwaches eigenes Engagement; Id: ;53; Support: ;75;relativer Support;15%
Regel;;Name: ;späte Bereitstellung der Unterlagen; Id: ;54; Support: ;75;relativer Support;15%
Regel;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;110;relativer Support;22%
Regel;;Name: ;ungünstige Veranstaltungszeit; Id: ;56; Support: ;72;relativer Support;14.4%
Regel;;Name: ;unstrukturierte Arbeitsmaterialien; Id: ;57; Support: ;47;relativer Support;9.4%
Regel;;Name: ;unübersichtliche / Überfüllte Visualisierung; Id: ;58; Support: ;76;relativer Support;15.2%
Regel;;Name: ;angenehmes Tempo; Id: ;0; Support: ;45. ;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%;folgt: ;;Name: ;angenehmes Tempo; Id: ;0; Support: ;45;mit einer Confidence von;90.0%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;relativer Support;9%;Name: ;Selbststudium; Id: ;20; Support: ;45;relativer Support;9%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;45;mit einer Confidence von;18.75%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;45;relativer Support;9%;Name: ;Selbststudium; Id: ;20; Support: ;45;relativer Support;9%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;mit einer Confidence von;21.22641509%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;45;relativer Support;9%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;45;relativer Support;9%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;45;relativer Support;9%;folgt: ;;Name: ;Selbststudium; Id: ;20; Support: ;45;mit einer Confidence von;28.481012659999998%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;34. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;34. ;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;34;relativer Support;6.8%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;mit einer Confidence von;12.05673759%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;34;mit einer Confidence von;14.16666667%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;34;mit einer Confidence von;16.03773585%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;34;relativer Support;6.8%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;34;mit einer Confidence von;23.77622378%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;31. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;31. ;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;31;relativer Support;6.2%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;31;relativer Support;6.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;31;relativer Support;6.2%;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;mit einer Confidence von;10.9929078%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;31;relativer Support;6.2%;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;31;mit einer Confidence von;12.916666669999998%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;31;relativer Support;6.2%;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;31;mit einer Confidence von;14.622641510000001%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;31;relativer Support;6.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;fehlende / mangelnde Anwendung und Praxis; Id: ;37; Support: ;31;mit einer Confidence von;37.34939759%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;36. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;36. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;36. ;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;36;relativer Support;7.2%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;36;relativer Support;7.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;36;relativer Support;7.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;36;mit einer Confidence von;12.765957450000002%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;36;relativer Support;7.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;36;relativer Support;7.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;36;mit einer Confidence von;15.0%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;36;relativer Support;7.2%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;36;relativer Support;7.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;36;mit einer Confidence von;16.98113208%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;36;relativer Support;7.2%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;36;relativer Support;7.2%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;36;relativer Support;7.2%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;36;mit einer Confidence von;30.0%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;35. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35. ;Name: ;Visualisierungen; Id: ;30; Support: ;35. ;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;35;relativer Support;7%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;relativer Support;7%;Name: ;Visualisierungen; Id: ;30; Support: ;35;relativer Support;7%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;35;relativer Support;7%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;35;mit einer Confidence von;12.41134752%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;35;relativer Support;7%;Name: ;Visualisierungen; Id: ;30; Support: ;35;relativer Support;7%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;35;relativer Support;7%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;mit einer Confidence von;14.58333333%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;35;relativer Support;7%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;relativer Support;7%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;35;relativer Support;7%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;35;mit einer Confidence von;24.47552448%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;35;relativer Support;7%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;35;relativer Support;7%;Name: ;Visualisierungen; Id: ;30; Support: ;35;relativer Support;7%;folgt: ;;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;35;mit einer Confidence von;54.6875%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;37. ;Name: ;Visualisierungen; Id: ;30; Support: ;37. ;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;37;relativer Support;7.4%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;37;relativer Support;7.4%;Name: ;Visualisierungen; Id: ;30; Support: ;37;relativer Support;7.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;mit einer Confidence von;13.12056738%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;Visualisierungen; Id: ;30; Support: ;37;relativer Support;7.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;37;mit einer Confidence von;15.416666670000001%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;37;relativer Support;7.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;37;mit einer Confidence von;25.874125869999997%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;37;relativer Support;7.4%;Name: ;Visualisierungen; Id: ;30; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;37;mit einer Confidence von;33.63636364%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;32. ;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;32. ;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;32. ;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%
aus: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;32;relativer Support;6.4%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;32;relativer Support;6.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;32;mit einer Confidence von;11.34751773%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;32;relativer Support;6.4%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;32;relativer Support;6.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;32;mit einer Confidence von;13.33333333%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;32;relativer Support;6.4%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;32;relativer Support;6.4%;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;32;mit einer Confidence von;50.0%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;32;relativer Support;6.4%;Name: ;Übungen in der Vorlesung; Id: ;27; Support: ;32;relativer Support;6.4%;Name: ;Ablenkung durch Lautstärke der Kommilitonen; Id: ;33; Support: ;32;relativer Support;6.4%;folgt: ;;Name: ;ungünstige Raumbedingungen; Id: ;55; Support: ;32;mit einer Confidence von;29.09090909%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;34. ;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;34. ;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;34;relativer Support;6.8%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;mit einer Confidence von;12.05673759%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;34;mit einer Confidence von;21.93548387%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;34;relativer Support;6.8%;Name: ;Visualisierungen; Id: ;30; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;34;mit einer Confidence von;21.93548387%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;34;relativer Support;6.8%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;34;relativer Support;6.8%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;34;relativer Support;6.8%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;34;mit einer Confidence von;23.77622378%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;37. ;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;37. ;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;37;relativer Support;7.4%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;37;relativer Support;7.4%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;37;relativer Support;7.4%;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;mit einer Confidence von;13.12056738%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;37;relativer Support;7.4%;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;37;mit einer Confidence von;23.870967739999998%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;37;relativer Support;7.4%;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;37;mit einer Confidence von;23.870967739999998%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;37;relativer Support;7.4%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;37;relativer Support;7.4%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;37;relativer Support;7.4%;folgt: ;;Name: ;Zusammenfassungen und Wiederholungen; Id: ;31; Support: ;37;mit einer Confidence von;40.65934066%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31. ;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;31. ;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;relativer Support;6.2%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;31;relativer Support;6.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;mit einer Confidence von;10.9929078%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;31;relativer Support;6.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;mit einer Confidence von;20.0%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;relativer Support;6.2%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;31;mit einer Confidence von;20.0%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;31;relativer Support;6.2%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;31;relativer Support;6.2%;Name: ;Kommunikation mit Dozenten; Id: ;13; Support: ;31;relativer Support;6.2%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;31;mit einer Confidence von;25.833333330000002%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;38. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;38. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;38. ;Name: ;Visualisierungen; Id: ;30; Support: ;38;relativer Support;7.6%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;38;relativer Support;7.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;38;relativer Support;7.6%;Name: ;Visualisierungen; Id: ;30; Support: ;38;relativer Support;7.6%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;38;mit einer Confidence von;13.475177299999999%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;38;relativer Support;7.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;38;relativer Support;7.6%;Name: ;Visualisierungen; Id: ;30; Support: ;38;relativer Support;7.6%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;38;mit einer Confidence von;24.516129030000002%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;38;relativer Support;7.6%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;38;relativer Support;7.6%;Name: ;Visualisierungen; Id: ;30; Support: ;38;relativer Support;7.6%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;38;mit einer Confidence von;17.924528300000002%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;38;relativer Support;7.6%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;38;relativer Support;7.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;38;relativer Support;7.6%;folgt: ;;Name: ;Visualisierungen; Id: ;30; Support: ;38;mit einer Confidence von;26.573426570000002%
Regel;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;33. ;Name: ;verständliche Erklärungen; Id: ;29; Support: ;33. ;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;33. ;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;33;relativer Support;6.6%
aus: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;33;relativer Support;6.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;33;relativer Support;6.6%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;33;mit einer Confidence von;11.70212766%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;33;relativer Support;6.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;33;relativer Support;6.6%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;verständliche Erklärungen; Id: ;29; Support: ;33;mit einer Confidence von;21.29032258%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;33;relativer Support;6.6%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;33;relativer Support;6.6%;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;33;mit einer Confidence von;15.566037739999999%
aus: ;;Name: ;Anwendungs- / Praxisbeispiele; Id: ;2; Support: ;33;relativer Support;6.6%;Name: ;verständliche Erklärungen; Id: ;29; Support: ;33;relativer Support;6.6%;Name: ;hohe Stoffmenge / hohes Tempo; Id: ;42; Support: ;33;relativer Support;6.6%;folgt: ;;Name: ;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung"; Id: ;45; Support: ;33;mit einer Confidence von;27.500000000000004%
